18056349	   18  322620.469113 -2410639.046 -4729784.527 3526722.567    1.16399    0.10803  179.21719 33.77491557 -117.00666865
18056354	   19  322625.695658 -2410731.325 -4729964.591 3526416.549    0.11570   -1.22610  180.34115 33.77160909 -117.00667351
18056359	   20  322630.857814 -2410824.027 -4730139.365 3526106.232   -0.20893   -1.52869  180.07386 33.76829304 -117.00670836
18056364	   21  322635.864540 -2410912.753 -4730315.113 3525802.451   -0.07657   -0.67477  180.20477 33.76503065 -117.00670020
18056370	   22  322640.992223 -2411008.175 -4730500.934 3525495.371    1.23373    0.35047  180.57255 33.76168335 -117.00670707
18056375	   23  322646.047918 -2411104.862 -4730682.250 3525195.452    0.97398    0.12470  180.33620 33.75840694 -117.00674818
18056380	   24  322651.158984 -2411199.303 -4730865.013 3524893.460   -0.63356    0.35296  179.64349 33.75511365 -117.00676059
18056385	   25  322656.334119 -2411287.966 -4731053.632 3524590.676    0.36777    0.61895  178.80148 33.75180143 -117.00668877
18056523	   26  322794.589721 -2410705.720 -4731352.372 3524595.239   -1.92630   -0.01613  359.37295 33.75182656 -116.99962771
18056529	   27  322800.024839 -2410618.517 -4731171.325 3524898.752   -0.42153   -0.59160  359.77525 33.75510714 -116.99967620
18056534	   28  322805.530725 -2410523.420 -4730980.007 3525203.807   -2.75485   -1.61216  359.23125 33.75846305 -116.99969912
18056539	   29  322810.739059 -2410441.135 -4730796.869 3525499.365   -0.67369   -0.59923  358.45011 33.76168216 -116.99980514
18056545	   30  322816.078901 -2410352.707 -4730615.140 3525803.891   -0.21409    0.50060    0.54147 33.76497615 -116.99984521
18056550	   31  322821.472037 -2410259.043 -4730442.793 3526111.948   -1.32639    0.81639    0.33608 33.76826662 -116.99978896
18056556	   32  322827.087910 -2410166.366 -4730256.582 3526426.548    0.05751   -0.65620  359.46698 33.77166575 -116.99981013
18056561	   33  322832.401765 -2410075.304 -4730077.522 3526724.381   -1.52773   -0.68836    0.29988 33.77490366 -116.99981179
18056566	   34  322837.849309 -2409977.614 -4729894.370 3527030.923   -0.35662   -1.62337    1.60145 33.77824015 -116.99976976
18056572	   35  322843.197618 -2409875.460 -4729713.777 3527333.664   -1.62321   -0.22614    1.27608 33.78154691 -116.99967226
18056577	   36  322848.474318 -2409782.421 -4729536.820 3527635.728   -0.80224   -0.12550  359.79083 33.78481162 -116.99964460
18056721	   37  322992.771810 -2409217.271 -4729821.548 3527633.687    0.76929    0.01861  179.90006 33.78481055 -116.99281392
18056726	   38  322997.924268 -2409312.100 -4730004.813 3527330.341   -0.82790   -0.12207  180.51093 33.78150399 -116.99282815
18056732	   39  323002.950094 -2409400.954 -4730184.514 3527034.235    0.06327    0.17609  179.07986 33.77828118 -116.99280238
18056737	   40  323008.102385 -2409490.585 -4730370.304 3526732.198   -0.63517    0.41704  179.41085 33.77498499 -116.99275424
18056742	   41  323013.331958 -2409582.457 -4730557.036 3526426.400   -0.26111    0.14908  179.77013 33.77165131 -116.99272306
18056747	   42  323018.563281 -2409678.042 -4730739.639 3526119.283    0.53095   -0.38398  180.35649 33.76831774 -116.99274781
18056752	   43  323023.661575 -2409771.101 -4730913.642 3525815.326   -0.15725   -1.91923  180.61563 33.76505198 -116.99279039
18056757	   44  323028.901434 -2409865.321 -4731091.803 3525494.007   -0.15118   -1.44316  180.02902 33.76163492 -116.99282376
18056762	   45  323033.842080 -2409955.613 -4731267.294 3525190.601    0.53722   -1.11505  180.79129 33.75837292 -116.99283244
18056767	   46  323038.771906 -2410046.359 -4731445.003 3524888.089    0.09900   -0.08745  180.21753 33.75510669 -116.99283462
18056772	   47  323043.834440 -2410140.814 -4731631.015 3524581.825    0.70416    0.08417  180.11662 33.75176684 -116.99283179
18056909	   48  323180.358514 -2409563.526 -4731935.546 3524585.959   -0.12035   -0.54852  359.84564 33.75175087 -116.98579005
18056914	   49  323185.736033 -2409473.697 -4731750.247 3524891.458    0.15945   -0.10676  359.55083 33.75507127 -116.98583359
18056920	   50  323191.096999 -2409383.482 -4731568.168 3525197.364   -0.38385   -0.37968  359.47613 33.75838123 -116.98585764
18056925	   51  323196.426157 -2409293.771 -4731382.503 3525499.736    0.24357   -1.86588  359.20567 33.76167957 -116.98590412
18056930	   52  323201.782881 -2409195.041 -4731193.867 3525804.899   -0.88972   -0.43861    0.93893 33.76503258 -116.98587840
18056936	   53  323207.050443 -2409099.720 -4731015.489 3526110.087   -0.75853   -0.04707    0.53867 33.76833225 -116.98583524
18056941	   54  323212.396768 -2409006.235 -4730834.824 3526418.283   -0.05919   -0.33115    0.40762 33.77166048 -116.98582094
18056946	   55  323217.618626 -2408915.493 -4730657.035 3526717.767   -0.32271   -0.46318  359.96963 33.77490436 -116.98581892
18056951	   56  323222.904634 -2408824.658 -4730477.291 3527020.850   -0.08485   -0.30866  359.83422 33.77818414 -116.98582559
18056957	   57  323228.383053 -2408732.896 -4730288.732 3527333.940   -0.23160   -0.14298  359.40876 33.78158037 -116.98586651
18056962	   58  323233.647108 -2408645.203 -4730109.067 3527635.017   -0.70400    0.10847  359.30056 33.78483762 -116.98590302
18057223	   59  323493.947506 -2408226.134 -4731161.995 3527599.350    0.45708    2.58738  270.69812 33.78082092 -116.97671606
18057232	   60  323503.412046 -2408719.741 -4730913.954 3527601.041    1.09201    1.63426  269.11129 33.78081910 -116.98267806
18057241	   61  323512.032434 -2409188.958 -4730673.874 3527602.189   -0.93347    1.44813  270.40770 33.78083284 -116.98836650
18057249	   62  323520.365169 -2409657.123 -4730430.031 3527607.491   -0.66196    0.83601  270.70243 33.78089663 -116.99406325
18057257	   63  323528.450832 -2410125.605 -4730187.630 3527615.116    0.40691    1.02123  271.19035 33.78097040 -116.99975600
18057265	   64  323536.447979 -2410596.858 -4729946.807 3527618.721    1.43602   -0.01153  270.42415 33.78100044 -117.00546767
18057273	   65  323544.268408 -2411066.510 -4729705.145 3527614.699    1.15587   -0.12528  268.67422 33.78098048 -117.01116806
18057281	   66  323552.010197 -2411542.305 -4729468.300 3527605.917   -0.04536    0.50968  269.19078 33.78088911 -117.01690391
18057288	   67  323559.580288 -2412008.353 -4729233.294 3527606.869   -0.38156    0.32089  270.52934 33.78088436 -117.02253701
18057419	   68  323690.371747 -2412243.136 -4729694.919 3526838.398   -0.59837   -0.72803   89.28515 33.77253281 -117.02253070
18057427	   69  323698.126432 -2411767.721 -4729928.958 3526840.051   -0.13392   -0.75829   89.81503 33.77258269 -117.01681284
18057434	   70  323705.819985 -2411298.872 -4730170.115 3526841.488    0.32137    1.07731   89.67703 33.77258398 -117.01112319
18057442	   71  323713.575625 -2410838.919 -4730416.147 3526845.268   -0.66532    0.91136   90.66097 33.77256056 -117.00549521
18057450	   72  323721.702610 -2410361.503 -4730665.675 3526844.883   -0.56720   -0.04601   90.82191 33.77252980 -116.99968220
18057458	   73  323729.677679 -2409888.500 -4730903.873 3526845.191    0.82546   -0.55558   89.62645 33.77254451 -116.99396713
18057466	   74  323737.541002 -2409417.491 -4731139.142 3526842.105   -1.39229   -1.04988   89.81154 33.77254206 -116.98828558
18057474	   75  323745.426337 -2408945.018 -4731381.490 3526839.285   -0.35083   -0.11462   90.98920 33.77251306 -116.98255529
18057482	   76  323753.310134 -2408477.258 -4731625.809 3526832.926    0.21231    0.09263   90.92840 33.77243778 -116.97686067
18057630	   77  323901.610762 -2408705.217 -4732093.145 3526080.919   -3.16033    0.75801  270.93590 33.76419958 -116.97676524
18057638	   78  323909.452543 -2409183.313 -4731851.572 3526080.048   -0.69047   -0.21038  269.80653 33.76418496 -116.98254524
18057646	   79  323917.089537 -2409654.068 -4731598.082 3526072.720   -0.23948   -2.02733  269.53932 33.76419155 -116.98831303
18057653	   80  323924.404173 -2410120.746 -4731356.643 3526070.114    0.60421    0.60331  270.36692 33.76418875 -116.99398259
18057660	   81  323931.710832 -2410586.211 -4731119.404 3526072.825   -0.55807   -0.77107  269.78344 33.76420953 -116.99961994
18057668	   82  323939.284559 -2411070.678 -4730872.973 3526065.856   -0.54450   -0.42366  269.68645 33.76415534 -117.00548501
18057675	   83  323946.505790 -2411534.209 -4730635.199 3526060.946    0.42130   -0.69723  269.97590 33.76412528 -117.01110638
18057682	   84  323953.835653 -2412006.794 -4730393.619 3526058.927    0.20872   -0.49983  269.79008 33.76411301 -117.01683345
18057690	   85  323961.129327 -2412475.803 -4730155.434 3526064.987   -0.07798    0.08669  270.99193 33.76415399 -117.02250951
18057826	   86  324097.476108 -2412717.885 -4730619.515 3525307.996    0.61114   -0.12391   91.26574 33.75586088 -117.02256132
18057834	   87  324105.454170 -2412240.384 -4730859.438 3525295.078   -0.54971   -1.32621   90.01433 33.75578007 -117.01679569
18057842	   88  324113.241329 -2411762.547 -4731096.937 3525291.078    0.03124   -0.80391   90.64022 33.75577739 -117.01103869
18057849	   89  324120.787431 -2411301.225 -4731333.766 3525290.031    0.47494    0.26794   90.21154 33.75576200 -117.00544373
18057857	   90  324128.602829 -2410828.476 -4731578.708 3525288.401    0.24435   -0.12512   89.99490 33.75573178 -116.99969918
18057865	   91  324136.345761 -2410356.505 -4731813.678 3525289.371   -1.19391   -0.59616   89.05379 33.75576349 -116.99401094
18057873	   92  324144.145306 -2409878.942 -4732049.648 3525296.609   -0.70055   -0.14311   89.84728 33.75585015 -116.98826404
18057881	   93  324151.940810 -2409406.083 -4732290.499 3525297.572    0.28038    0.02219   90.52854 33.75585707 -116.98253847
18057888	   94  324159.667722 -2408942.611 -4732532.632 3525292.552    0.15547    0.09995   91.12566 33.75579183 -116.97689687
18058645	   95  324916.131736 -2411140.308 -4700355.473 3566138.064   -0.77636    0.07490   20.56337 34.20031786 -117.15645280
18058650	   96  324921.303146 -2410933.795 -4700239.597 3566431.154   -0.51067   -0.00033   20.52089 34.20350207 -117.15503346
18058655	   97  324926.464184 -2410725.135 -4700125.522 3566721.526   -1.20464    0.07069   20.92794 34.20666286 -117.15358437
18058660	   98  324931.511447 -2410522.293 -4700012.307 3567004.561   -0.94881   -0.08303   20.69128 34.20975161 -117.15218708
18058665	   99  324936.712646 -2410312.133 -4699897.045 3567294.799   -0.53264    0.16287   21.64025 34.21292019 -117.15072917
18058767	  100  325038.610364 -2410586.885 -4699669.478 3567419.091    0.53576    1.15626  200.27215 34.21423712 -117.15450767
18058773	  101  325044.558300 -2410803.350 -4699793.526 3567122.778    0.48271    0.09089  201.55734 34.21096905 -117.15598281
18058779	  102  325050.319375 -2411010.650 -4699907.731 3566835.949   -0.09103    0.49160  200.02435 34.20783720 -117.15741811
18058785	  103  325056.079832 -2411214.397 -4700023.862 3566547.979    1.09344   -1.44019  200.55100 34.20469637 -117.15880947
18058790	  104  325061.890050 -2411423.516 -4700133.515 3566248.391   -1.61774   -1.24578  200.72669 34.20148571 -117.16028465
18058928	  105  325199.927030 -2410975.278 -4702075.378 3563609.350  -11.73867   -3.33058   26.75222 34.17409883 -117.14634892
18058933	  106  325204.523677 -2410760.315 -4701975.844 3563883.159   -0.78055    0.34612   23.15178 34.17708520 -117.14476720
18058938	  107  325209.408164 -2410539.399 -4701880.924 3564169.158   -0.23995   -1.30506   25.28092 34.18015539 -117.14310511
18058943	  108  325214.370223 -2410301.913 -4701785.669 3564440.526   -1.49579   -0.82718   26.81992 34.18315627 -117.14128467
18058948	  109  325219.387258 -2410067.299 -4701692.402 3564716.378   -3.38820   -0.59751   25.75713 34.18617495 -117.13948196
18059064	  110  325335.193886 -2409807.405 -4701906.538 3564578.454    0.23387   -2.56381  203.67261 34.18478206 -117.13591462
18059069	  111  325340.654742 -2410030.346 -4702001.243 3564288.279    1.30506   -0.35376  205.92489 34.18167711 -117.13759766
18059074	  112  325345.890053 -2410260.219 -4702094.156 3564021.775    0.36171    0.35967  206.43291 34.17874068 -117.13935635
18059080	  113  325351.343202 -2410493.649 -4702191.653 3563743.634    1.60635   -0.12423  205.68021 34.17568860 -117.14112656
18059085	  114  325356.808655 -2410728.616 -4702284.198 3563465.592    0.03372   -0.25741  206.68156 34.17265599 -117.14293596
18059453	  115  325724.670994 -2399788.897 -4712211.641 3558373.985    2.37884   -0.39497  140.50497 34.11514253 -116.98838769
18059459	  116  325730.204085 -2399650.925 -4712465.237 3558131.556    0.55429    0.10868  140.35748 34.11250806 -116.98580874
18059464	  117  325735.693523 -2399511.518 -4712719.676 3557898.298    2.16139    0.46403  140.61806 34.10994145 -116.98321194
18059470	  118  325741.273498 -2399376.929 -4712976.208 3557658.512    0.19624    1.80964  140.85586 34.10730561 -116.98065154
18059475	  119  325746.812946 -2399241.858 -4713230.578 3557427.743    1.83829    0.95991  140.66313 34.10474784 -116.97809726
18059624	  120  325895.606415 -2398914.736 -4713245.094 3557629.758   -1.10695    0.51336  319.81965 34.10693968 -116.97486760
18059630	  121  325901.233298 -2399056.259 -4712986.917 3557869.378   -1.02493   -1.44731  320.63914 34.10956592 -116.97750285
18059635	  122  325906.658550 -2399191.229 -4712726.903 3558101.710   -1.09160   -1.54588  320.10368 34.11216102 -116.98008401
18059640	  123  325911.878303 -2399324.911 -4712474.598 3558331.285   -2.30502   -0.66415  320.45459 34.11470373 -116.98261501
18059646	  124  325917.168426 -2399464.895 -4712220.619 3558567.045   -2.26174   -0.36675  320.51619 34.11728563 -116.98521524
